label,DependenceEntropy,DependenceNonUniformity,DependenceNonUniformityNormalized,DependenceVariance,GrayLevelNonUniformity,GrayLevelVariance,HighGrayLevelEmphasis,LargeDependenceEmphasis,LargeDependenceHighGrayLevelEmphasis,LargeDependenceLowGrayLevelEmphasis,LowGrayLevelEmphasis,SmallDependenceEmphasis,SmallDependenceHighGrayLevelEmphasis,SmallDependenceLowGrayLevelEmphasis
0,7.4314604,404.9384,0.3042362,1.5992179,29.898573,361.6349,3302.2727,5.7723517,22438.498,0.00472168,0.00095302,0.5328524,1565.6746,0.00051988807
0,7.147604,237.8505,0.1787006,3.3688471,51.17731,57.54751,3611.2659,13.665665,46313.582,0.0043641394,0.00029540004,0.26664153,1000.5936,7.465007e-05
0,6.908066,265.7288,0.19964597,2.477563,64.81668,54.79713,2608.7288,10.513148,29577.363,0.003963355,0.00043777123,0.32217568,769.1108,0.00016689913
0,7.161792,283.53043,0.21302061,2.747665,48.776108,99.06022,2465.7986,9.8174305,21835.967,0.0049619917,0.0005863369,0.38674235,980.2557,0.00028224962
0,7.29402,268.87677,0.20201111,3.4077258,46.5432,113.26995,443.275,11.156274,2570.2698,0.13969256,0.008713821,0.3983489,240.50003,0.002472428
0,7.4012604,379.98273,0.28548664,1.3822013,29.70323,230.165,1407.4644,5.791886,8854.925,0.020885514,0.0037673283,0.48939815,658.5292,0.0017981604
0,7.117531,134.23366,0.10085174,13.321494,93.18031,35.655815,229.22314,45.18332,8300.502,16.411222,0.10119563,0.11537225,25.335636,0.0020517267
0,6.9277186,89.284,0.067080386,23.504038,156.49812,9.607203,48.66266,131.26747,5389.5312,48.597237,0.19096908,0.023673525,1.3240283,0.0020382712
0,6.6548862,191.37115,0.14377998,4.400437,98.58527,14.475345,1402.1638,20.430504,27331.016,0.015902648,0.0007430422,0.17942506,260.65097,0.00012907985
0,6.7946177,140.12697,0.10527947,8.18202,126.07889,20.06905,2174.7446,32.82269,66423.586,0.016503574,0.00047550164,0.15754369,370.48312,6.971721e-05
0,5.990076,59.916603,0.045016233,38.399494,483.82944,0.7718097,135.51315,254.69496,33325.04,1.975137,0.007542256,0.01480732,2.0705845,0.00011089649
0,6.359114,76.82569,0.05772028,24.983717,312.98346,4.7241817,291.83698,114.27273,35040.715,0.7486587,0.013989829,0.051600132,13.4623785,0.00072899275
0,7.191786,458.56122,0.34452385,0.9328609,31.712246,214.44397,4289.986,4.2907586,19012.463,0.0014396845,0.00045792348,0.56285185,2376.2412,0.00030794862
0,7.2784886,372.78964,0.28008237,1.4560413,35.042072,134.91866,1358.9196,5.9992485,8094.2046,0.008920938,0.0016222554,0.48430562,661.72766,0.0008003652
0,7.5717936,270.66342,0.20335342,9.711723,38.12998,550.606,4418.773,19.598047,45456.152,11.472551,0.0614295,0.39381078,1547.4463,0.0009420955
1,7.3666883,120.654396,0.09064943,14.355264,86.11044,55.00287,4139.279,45.4583,210431.42,0.009994049,0.0002588333,0.18681048,653.4306,5.7300134e-05
0,6.8209677,102.67393,0.07714044,22.814726,157.37717,111.5666,1113.8528,76.750565,63134.566,24.251474,0.1029147,0.08504706,105.24018,0.00084965356
0,7.193042,186.89182,0.14041458,4.658078,71.32908,57.55179,2272.064,19.219383,40232.09,0.009886184,0.00048312344,0.22300829,546.14276,9.987796e-05
0,6.751801,143.95416,0.1081549,6.8511715,131.54245,7.761459,2026.4778,40.60631,82394.375,0.020271542,0.00050113857,0.08084368,164.06241,4.0726358e-05
1,7.934051,331.66568,0.24918532,2.0972905,19.913599,528.20447,5956.163,7.823441,47666.875,0.002195365,0.00025907275,0.41788894,2445.468,0.00010083383
0,7.0015755,204.51015,0.15365149,4.649303,78.44703,29.416475,1924.5109,17.039068,30532.52,0.009864912,0.0005515444,0.26201424,540.0789,0.00013697559
1,6.183417,64.49061,0.04845275,36.408318,395.80542,0.83734065,105.288506,262.7175,27626.02,2.5721536,0.00980603,0.010999205,1.1685685,0.000107838896
0,6.2916436,83.27498,0.06256573,21.208418,291.45078,5.0034313,229.46281,95.35462,22255.857,1.6221471,0.017258132,0.069893554,14.944372,0.00062217447
0,6.4308486,71.21337,0.053503662,26.852165,319.3546,1.5074457,289.3336,151.38167,44695.26,0.5196223,0.0035326607,0.038911346,11.647832,0.00013826245
0,7.357545,283.299,0.21284676,7.649097,44.277237,234.8331,1655.3472,16.283245,14775.943,8.437254,0.05822423,0.40062708,643.8033,0.0022328554
0,7.258436,284.09842,0.21344735,12.216024,46.313297,359.215,3467.6755,22.397446,25847.959,15.964962,0.077695206,0.39974555,1414.5359,0.00082619017
0,6.078647,67.79339,0.050934177,29.58256,426.55524,0.8060925,47.18107,209.69872,9913.353,4.6608853,0.02292532,0.022719786,1.0264984,0.0008748968
0,7.1050925,271.25394,0.2037971,2.59173,51.20135,57.705944,2127.033,10.652892,22564.635,0.0057249623,0.00053070707,0.31730115,663.7358,0.00017164394
