label,10Percentile,90Percentile,Energy,Entropy,InterquartileRange,Kurtosis,Maximum,Mean,MeanAbsoluteDeviation,Median,Minimum,Range,RobustMeanAbsoluteDeviation,RootMeanSquared,Skewness,TotalEnergy,Uniformity,Variance
0,0.0,481.0,116741650.0,3.4575775,402.0,1.4256246,614.0,219.63261,181.86684,242.0,0.0,614.0,168.70947,296.1583,0.084907174,116741650.0,0.18124072,39471.246
0,361.0,1525.0,1918635500.0,5.613998,495.0,3.226415,1734.0,1121.0698,343.17258,1278.0,0.0,1734.0,232.50784,1200.6245,-1.1134734,1918635500.0,0.025889596,184701.6
0,766.0,1543.0,2083860200.0,5.5429044,372.0,3.530005,1976.0,1210.3275,246.78363,1272.0,170.0,1806.0,163.2408,1251.2534,-0.84368926,2083860200.0,0.026288114,100742.17
0,243.0,306.0,105657976.0,1.9118034,22.0,9.976228,338.0,280.23892,19.125933,286.0,110.0,228.0,10.336694,281.7488,-2.2192,105657976.0,0.37180147,848.54846
0,0.0,125.0,9812001.0,2.501117,74.0,1.8654658,147.0,73.767845,38.203354,83.0,0.0,147.0,36.375465,85.85978,-0.38441843,9812001.0,0.18768024,1930.2068
0,758.0,1185.0,1316857500.0,4.823831,194.5,5.212441,1557.0,975.9331,137.73206,991.0,172.0,1385.0,82.91557,994.67303,-0.9233524,1316857500.0,0.046054862,36928.992
0,1125.0,1800.0,3246654500.0,5.2105546,282.5,5.8966885,2087.0,1533.0414,216.0561,1619.0,98.0,1989.0,124.297844,1561.8129,-1.6503971,3246654500.0,0.03680878,89043.9
0,255.0,394.0,155390600.0,3.0579047,54.5,7.2821097,477.0,335.64688,44.1154,350.0,27.0,450.0,24.428135,341.68298,-1.8138617,155390600.0,0.16234553,4088.4224
0,0.0,1296.0,1318571800.0,5.1402507,739.0,2.216961,1502.0,883.1149,396.0659,1113.0,0.0,1502.0,401.56952,995.3203,-0.8782212,1318571800.0,0.041276027,210770.52
0,81.0,139.0,18465300.0,1.9016435,19.0,5.54474,183.0,115.09091,17.070692,119.0,14.0,169.0,9.309376,117.784775,-1.3030325,18465300.0,0.34981182,627.3358
0,820.0,1973.0,3683051300.0,5.414556,356.5,5.846094,2167.0,1599.8903,325.62036,1752.0,0.0,2167.0,178.24678,1663.4696,-1.8107073,3683051300.0,0.030425709,207481.97
0,244.0,391.0,150747000.0,3.11249,78.0,3.5293677,454.0,331.3336,47.51134,348.0,93.0,361.0,33.426704,336.53894,-0.95507646,150747000.0,0.14261717,3476.5154
0,741.0,961.0,989273600.0,3.6262445,143.0,1.8793042,1025.0,858.13074,72.1964,868.0,652.0,373.0,58.09026,862.1229,-0.17917785,989273600.0,0.08714292,6867.567
0,394.0,497.0,260928200.0,2.6474476,63.0,2.6827514,595.0,441.00525,33.024582,435.0,360.0,235.0,25.40178,442.76315,0.4626124,260928200.0,0.17840254,1553.5709
0,0.0,1278.0,984334140.0,4.3670955,1169.5,1.2925127,1571.0,660.69495,518.3457,847.0,0.0,1571.0,497.79025,859.9679,-0.14871377,984334140.0,0.1394211,303026.97
0,345.0,1190.0,1056031900.0,5.2177367,645.0,1.6499132,1431.0,826.3734,299.1428,965.0,157.0,1274.0,251.36958,890.737,-0.3953918,1056031900.0,0.031685617,110519.36
0,0.0,368.0,70583670.0,3.6887681,298.5,1.4473515,449.0,179.62134,131.49603,149.0,0.0,449.0,120.39759,230.28365,0.15220422,70583670.0,0.102373555,20766.73
0,661.0,1242.0,1545544000.0,4.629413,145.5,6.006025,1569.0,1051.4929,153.87914,1103.0,169.0,1400.0,68.55504,1077.5853,-1.7357452,1545544000.0,0.05857151,55552.82
0,1026.0,1214.0,1640908200.0,3.8447793,79.0,12.93731,1526.0,1089.5808,111.860504,1134.0,79.0,1447.0,34.506943,1110.3326,-3.1134968,1640908200.0,0.10735448,45652.36
0,390.0,535.0,273280930.0,3.1589735,54.0,4.9826365,621.0,448.92337,43.724884,441.0,136.0,485.0,25.802711,453.1225,-0.010876141,273280930.0,0.15352167,3787.8123
0,153.0,182.0,37389440.0,1.1290241,15.0,2.8002388,202.0,167.23366,8.89495,167.0,133.0,69.0,6.296005,167.60442,-0.027093168,37389440.0,0.53730863,124.143
1,176.0,368.0,101124984.0,3.366108,113.0,1.9875693,414.0,266.98422,58.38792,263.0,157.0,257.0,45.72209,275.6387,0.23368374,101124984.0,0.100289516,4696.1235
0,860.0,1040.0,1224740000.0,3.555349,95.0,5.400844,1442.0,956.39667,57.272915,963.0,741.0,701.0,39.290066,959.25244,0.17733343,1224740000.0,0.101022206,5470.6104
0,244.0,1669.0,1422419700.0,6.2169476,897.5,2.2501528,2711.0,880.0624,464.27878,784.0,0.0,2711.0,365.03577,1033.7722,0.48293042,1422419700.0,0.014939931,294175.28
0,595.0,1004.0,909834200.0,4.63545,215.0,3.4315295,1134.0,810.3246,129.88315,828.0,221.0,913.0,91.42261,826.78406,-0.7561894,909834200.0,0.046866577,26945.977
0,0.0,1061.0,877275460.0,4.8048477,565.0,2.3670094,1457.0,718.6161,320.34525,887.0,0.0,1457.0,325.54977,811.8559,-0.92191136,877275460.0,0.05290193,142700.97
1,145.0,248.0,53559376.0,2.4975865,80.5,1.5072973,266.0,196.66942,35.638474,201.0,133.0,133.0,31.385447,200.59898,-0.054567154,53559376.0,0.18616182,1561.0898
0,949.0,1410.0,1815128400.0,4.7097454,298.0,2.2006152,1661.0,1153.9069,153.62328,1110.0,540.0,1121.0,119.042564,1167.7897,0.39332435,1815128400.0,0.04342216,32231.842
0,680.0,1502.0,1933336200.0,5.46579,349.5,3.589714,1779.0,1165.3381,235.9616,1208.0,124.0,1655.0,155.0179,1205.2153,-0.91291404,1933336200.0,0.027379807,94531.25
0,82.0,640.0,297395200.0,4.5411468,343.5,1.9882399,777.0,424.38318,181.399,516.0,0.0,777.0,144.27885,472.69168,-0.5997574,297395200.0,0.054098617,43336.344
0,670.0,1038.0,927935900.0,4.1560225,255.5,2.0015206,1205.0,822.16376,128.45323,769.0,591.0,614.0,104.460365,834.96826,0.5741685,927935900.0,0.07043562,21218.668
0,1075.0,1734.0,2865513000.0,5.3026466,289.5,5.6129932,2045.0,1436.3215,215.77048,1498.0,302.0,1743.0,128.2759,1467.2772,-1.496592,2865513000.0,0.032436367,89882.64
0,1102.0,1456.0,2196754400.0,4.659145,177.0,6.131509,2069.0,1273.4568,120.71712,1263.0,498.0,1571.0,74.23014,1284.7,0.53069603,2196754400.0,0.051581062,28761.824
0,790.0,1103.0,1268664700.0,4.177432,165.5,3.1420486,1225.0,968.7423,97.93947,997.0,567.0,658.0,69.30739,976.3025,-0.8042272,1268664700.0,0.06521311,14704.951
0,1160.0,2441.0,3855539700.0,5.8438873,427.0,4.8716335,3236.0,1621.5297,372.41217,1483.0,0.0,3236.0,208.69612,1701.9764,1.0008998,3855539700.0,0.024228914,267365.47
0,284.0,439.0,177432200.0,3.2459445,67.0,6.2301035,488.0,359.27347,46.677994,361.0,0.0,488.0,29.870304,365.11288,-1.1532891,177432200.0,0.13528238,4229.994
0,543.0,1143.0,1089900400.0,5.0552435,310.0,5.161389,1381.0,865.38544,197.90552,916.0,0.0,1381.0,127.07514,904.90796,-1.2931399,1089900400.0,0.034958433,69966.43
1,145.0,186.0,36842656.0,1.4444832,21.0,2.6807373,217.0,165.67468,12.270564,165.0,126.0,91.0,8.8780985,166.37437,0.04612433,36842656.0,0.41789642,232.33218
0,1027.0,1436.0,2117801200.0,4.6248517,211.0,3.5724301,1604.0,1251.311,126.69002,1275.0,350.0,1254.0,88.443665,1261.4022,-0.6677229,2117801200.0,0.047422018,25356.111
0,161.0,1605.0,1544783200.0,5.8033752,1205.5,1.3794998,1846.0,909.38165,532.8903,975.0,0.0,1846.0,472.30405,1077.3201,-0.09213822,1544783200.0,0.021467509,333643.5
0,0.0,176.0,19303344.0,2.8655496,119.0,1.7065687,205.0,100.98948,57.655888,117.0,0.0,205.0,55.663605,120.42793,-0.38555133,19303344.0,0.15181018,4304.0117
0,0.0,1461.0,780474800.0,4.9457107,985.0,2.0544052,1732.0,521.2847,489.91077,253.0,0.0,1732.0,388.22424,765.756,0.7823428,780474800.0,0.089737244,314644.47
0,991.0,1400.0,1919565300.0,4.7192836,231.5,3.5145566,1906.0,1189.5132,132.91736,1184.0,465.0,1441.0,95.64966,1200.9154,0.06627331,1919565300.0,0.043710038,27256.285
0,871.0,1292.0,1503208600.0,4.732293,220.0,5.2257185,1719.0,1047.0698,138.51003,1019.0,139.0,1580.0,94.0164,1062.7242,-0.09748826,1503208600.0,0.04705624,33027.562
0,1021.0,1641.0,2307923700.0,5.138089,369.0,2.5272777,2063.0,1294.5499,203.13159,1239.0,865.0,1198.0,152.73177,1316.8057,0.593749,2307923700.0,0.03250749,58117.633
1,1449.0,2864.0,5856043000.0,6.3234653,723.0,3.0029912,3436.0,2020.692,446.06143,1929.0,277.0,3159.0,313.1047,2097.5537,0.005609814,5856043000.0,0.015421992,316535.6
0,619.0,1363.0,1596455200.0,5.2699356,277.5,3.7738767,1601.0,1058.6611,208.74583,1095.0,174.0,1427.0,130.97072,1095.1897,-0.9373073,1596455200.0,0.033100188,78676.93
1,1030.0,2310.0,4285250300.0,6.1867833,679.0,3.3889503,2599.0,1717.6183,414.87943,1837.0,121.0,2478.0,284.9255,1794.3165,-0.83365226,4285250300.0,0.016478688,269359.25
0,0.0,1306.0,943240400.0,4.4185047,1198.5,1.2407705,1671.0,625.8851,536.06824,592.0,0.0,1671.0,502.542,841.8257,0.05404196,943240400.0,0.13664842,316938.38
0,50.0,420.0,130180080.0,3.9719918,260.5,1.8846649,542.0,275.45303,131.34125,346.0,0.0,542.0,106.80358,312.73987,-0.5920764,130180080.0,0.08193283,21931.844
0,0.0,1303.0,1074319000.0,5.0848694,906.5,1.6775717,1465.0,754.6777,431.4061,868.0,0.0,1465.0,420.48645,898.4162,-0.40828115,1074319000.0,0.05617701,237613.31
0,1022.0,1582.0,2444891000.0,5.0362124,246.5,7.1816773,1862.0,1335.0226,170.84221,1378.0,0.0,1862.0,105.84811,1355.3165,-1.4269693,2444891000.0,0.038468335,54597.562
0,284.0,354.0,136344130.0,2.2730129,40.0,5.3531904,397.0,318.6529,23.3435,320.0,160.0,237.0,16.569971,320.05838,-0.83410597,136344130.0,0.23996295,897.6932
0,720.0,1484.0,2009795300.0,5.2718387,363.5,3.0604422,1722.0,1194.372,232.70018,1276.0,326.0,1396.0,164.05211,1228.816,-0.93227124,2009795300.0,0.03209994,83464.734
0,893.0,1047.0,1250294800.0,3.265955,74.0,3.300101,1177.0,967.3907,46.61574,962.0,744.0,433.0,32.16849,969.20844,0.31122783,1250294800.0,0.12272284,3520.2485
0,0.0,1653.0,1720425000.0,4.825076,1524.5,1.3825718,1845.0,907.1029,635.8269,1213.0,0.0,1845.0,625.58984,1136.9172,-0.32994202,1720425000.0,0.10103914,469745.03
0,21.0,322.0,65361264.0,3.6522248,255.0,1.4323556,391.0,184.66116,112.91714,212.0,3.0,388.0,100.53565,221.60074,-0.16645539,65361264.0,0.09510652,15007.143
0,0.0,356.0,94978090.0,3.3037832,216.5,2.038315,418.0,230.57025,117.89742,298.0,0.0,418.0,119.126274,267.13,-0.8077258,94978090.0,0.13198021,18195.807
0,184.0,236.0,59780570.0,1.8528671,28.0,2.8264067,266.0,210.94516,16.41408,211.0,140.0,126.0,11.74466,211.92929,0.008056402,59780570.0,0.3214267,416.16904
0,345.0,430.0,208275400.0,2.4100187,36.0,6.9477987,462.0,393.77988,26.727804,402.0,203.0,259.0,15.622886,395.57602,-1.6834954,208275400.0,0.24579509,1417.8005
0,990.0,1317.0,1729660700.0,4.2842817,191.0,2.70173,1546.0,1132.7273,106.27321,1107.0,813.0,733.0,78.4035,1139.9647,0.5836502,1729660700.0,0.059933018,16448.588
0,647.0,1355.0,1287514400.0,5.373857,358.5,3.293073,1908.0,943.3734,221.6875,890.0,387.0,1521.0,153.69109,983.5286,0.7210096,1287514400.0,0.02919064,77375.22
0,0.0,1887.0,1590861600.0,4.4046893,1679.0,1.429574,2106.0,756.4861,730.80145,441.0,0.0,2106.0,648.75995,1093.2693,0.39475617,1590861600.0,0.18289463,622966.6
1,370.0,466.0,240930200.0,2.4682665,53.0,2.4385226,496.0,424.00452,29.066227,432.0,313.0,183.0,21.700619,425.45792,-0.47984648,240930200.0,0.20492831,1234.6101
0,747.0,2409.0,3991974700.0,6.314941,1077.5,2.1077988,2760.0,1616.9233,530.76483,1776.0,0.0,2760.0,414.92804,1731.8284,-0.32340857,3991974700.0,0.014326913,384788.47
0,853.0,1417.0,1650339300.0,4.8827353,323.5,2.401666,1695.0,1092.8369,180.3677,1025.0,737.0,958.0,136.42285,1113.5189,0.6650597,1650339300.0,0.040341258,45631.758
0,0.0,1340.0,751812100.0,3.7375338,1150.0,1.5415441,1641.0,488.10593,527.67993,0.0,0.0,1641.0,454.33398,751.5634,0.548326,751812100.0,0.2630296,326600.16
0,79.0,149.0,21715856.0,1.8267078,22.0,4.4343486,176.0,124.7423,20.24961,132.0,29.0,147.0,11.976195,127.731926,-1.4048163,21715856.0,0.40295592,754.80286
0,192.0,856.0,520164060.0,4.9347568,497.0,1.641584,1010.0,568.42523,235.13983,667.0,50.0,960.0,198.25946,625.14557,-0.3928874,520164060.0,0.037745807,67699.7
0,949.0,1702.0,2484250000.0,5.549756,370.5,3.619222,2124.0,1329.8257,241.67625,1366.0,275.0,1849.0,158.30066,1366.1823,-0.68049383,2484250000.0,0.025739446,98017.51
0,0.0,158.0,10866298.0,2.2482285,125.0,1.5073756,214.0,60.653645,62.703186,0.0,0.0,214.0,55.31948,90.35491,0.41459352,10866298.0,0.306537,4485.146
0,115.0,404.0,135474820.0,3.5584295,171.0,2.1864507,469.0,299.93314,94.04754,350.0,44.0,425.0,73.3841,319.0364,-0.8120741,135474820.0,0.10998605,11824.347
0,1134.0,1510.0,2420753700.0,4.54463,169.0,5.0192103,1703.0,1339.1293,118.52206,1367.0,658.0,1045.0,74.00442,1348.6096,-1.1667645,2420753700.0,0.05486856,25480.912
0,154.0,497.0,281908770.0,4.445632,144.0,13.770936,1905.0,349.72202,166.0628,279.0,60.0,1845.0,62.527405,460.21976,3.2116842,281908770.0,0.064041264,89496.74
0,1172.0,1481.0,2398311400.0,4.3831058,170.0,4.4585547,1885.0,1335.6552,102.338066,1335.0,925.0,960.0,69.39602,1342.3438,0.6637289,2398311400.0,0.057482075,17912.197
0,99.0,145.0,20568894.0,1.6944817,26.0,3.026355,183.0,122.9136,14.9594555,124.0,61.0,122.0,10.78624,124.31297,-0.2844546,20568894.0,0.36186448,345.96173
0,116.0,153.0,24847560.0,1.4707056,18.0,5.265994,184.0,135.69572,11.94988,138.0,57.0,127.0,7.851377,136.63213,-1.0931545,24847560.0,0.45685866,255.0111
0,1256.0,1622.0,2759910700.0,4.515054,197.5,2.9397316,1860.0,1433.0789,113.0712,1429.0,875.0,985.0,80.52433,1439.9867,0.09008879,2759910700.0,0.050388895,19846.709
0,0.0,1532.0,774302500.0,3.5710764,859.0,2.2350454,1803.0,465.5868,518.8945,0.0,0.0,1803.0,411.45206,762.72205,0.9047995,774302500.0,0.30003992,364973.88
0,552.0,936.0,852868860.0,4.388406,164.0,4.585327,1023.0,785.1435,118.16943,825.0,158.0,865.0,74.79053,800.483,-1.3047873,852868860.0,0.06019945,24322.66
0,0.0,156.0,22058608.0,1.549064,20.0,2.5861452,186.0,112.72276,51.999832,143.0,0.0,186.0,54.709064,128.73601,-1.2261128,22058608.0,0.37271255,3866.5369
0,866.0,1602.0,1721457000.0,4.663803,166.0,6.568969,2366.0,1090.6611,225.81636,968.0,776.0,1590.0,104.56003,1137.2582,2.0807977,1721457000.0,0.063190036,103814.375
0,1015.0,1448.0,2064211100.0,4.8231773,241.0,7.3053155,2337.0,1228.2998,150.84978,1195.0,830.0,1507.0,98.22765,1245.3402,1.5957589,2064211100.0,0.042629637,42151.98
0,33.0,292.0,49830868.0,3.479079,219.0,1.4068089,384.0,162.20886,97.21486,155.0,16.0,368.0,86.042854,193.49075,0.070618495,49830868.0,0.11181269,11126.952
0,577.0,1219.0,1402214300.0,4.848729,234.5,5.524805,1600.0,990.54846,199.74828,1081.0,0.0,1600.0,117.94546,1026.4036,-1.567438,1402214300.0,0.04877563,72318.07
0,328.0,391.0,170107260.0,2.0932996,39.0,6.213435,418.0,356.4117,21.803818,355.0,201.0,217.0,15.869813,357.49698,-0.81629825,170107260.0,0.2766944,774.78613
0,0.0,1568.0,993391800.0,3.6405673,1179.5,1.7178916,2001.0,555.58527,608.019,0.0,0.0,2001.0,517.4856,863.91547,0.5939167,993391800.0,0.30006248,437674.97
1,500.0,899.0,709322500.0,4.3371534,293.0,1.668677,968.0,713.73175,136.93675,750.0,408.0,560.0,113.94098,730.0168,-0.24909873,709322500.0,0.05419345,23511.418
0,489.0,991.0,901603300.0,4.6364794,181.5,4.1580615,1130.0,801.34186,139.02527,842.0,192.0,938.0,84.58277,823.03577,-1.2462473,901603300.0,0.051288664,35239.15
1,162.0,241.0,53532456.0,2.2618124,48.0,2.168921,272.0,198.33434,25.290852,194.0,131.0,141.0,19.636543,200.54857,0.30590463,53532456.0,0.2267012,883.2188
1,909.0,1891.0,2856147700.0,5.7979693,550.5,2.6923225,2185.0,1417.0586,305.8742,1467.0,71.0,2114.0,227.08571,1464.8774,-0.3522619,2856147700.0,0.020115029,137811.02
0,673.0,1212.0,1316748700.0,5.011176,264.5,4.2145634,1431.0,970.43274,168.18112,1008.0,0.0,1431.0,111.74509,994.632,-0.99274576,1316748700.0,0.037180204,47553.062
0,618.0,1032.0,935125700.0,4.5318036,241.0,2.1171033,1200.0,824.2622,128.07693,822.0,521.0,679.0,97.8587,838.1967,0.16264646,935125700.0,0.046427418,23165.592
0,81.0,168.0,27193268.0,2.1239414,34.0,4.450996,188.0,138.5432,26.937208,152.0,8.0,180.0,16.403927,142.93602,-1.479359,27193268.0,0.32169086,1236.4856
0,0.0,295.0,58878110.0,2.6307158,280.0,1.2616854,351.0,164.45755,124.53197,241.0,0.0,351.0,123.88579,210.32355,-0.3356765,58878110.0,0.22905731,17189.71
0,25.0,41.0,1508434.0,0.661493,8.0,7.058614,76.0,32.784374,5.5498943,32.0,13.0,63.0,3.4908261,33.664654,1.3377681,1508434.0,0.76894164,58.493702
0,355.0,1162.0,1070110800.0,5.2514205,397.5,2.6236842,1401.0,846.83246,241.33975,940.0,73.0,1328.0,170.3743,896.65497,-0.8006196,1070110800.0,0.03341968,86864.87
0,0.0,318.0,89721170.0,3.0774825,88.0,3.9549816,401.0,239.17656,77.33624,281.0,0.0,401.0,78.804634,259.6321,-1.4576722,89721170.0,0.16375896,10203.414
0,0.0,1084.0,587768260.0,3.5235162,1000.5,1.2364414,1214.0,457.26746,461.02106,236.0,0.0,1214.0,422.3687,664.5292,0.26775265,587768260.0,0.2401052,232505.47
0,210.0,1490.0,1767054000.0,5.5236425,663.0,2.5797515,1791.0,1048.3298,397.99612,1246.0,0.0,1791.0,292.44046,1152.2212,-0.96299666,1767054000.0,0.028162168,228618.33
0,419.0,810.0,512423500.0,4.434369,274.0,1.8543459,1056.0,601.38245,135.10773,575.0,314.0,742.0,110.03917,620.4767,0.2523173,512423500.0,0.051264957,23330.53
0,776.0,1441.0,1664435700.0,5.422521,321.0,4.061435,2015.0,1075.8099,227.27643,1061.0,172.0,1843.0,141.09418,1118.2644,-0.25185028,1664435700.0,0.031554658,93148.24
0,95.0,127.0,16595280.0,1.277585,15.0,8.304736,155.0,110.70173,10.390291,112.0,10.0,145.0,6.5048194,111.66145,-1.1417903,16595280.0,0.54210436,213.4069
0,889.0,1416.0,1614171400.0,4.666128,248.0,4.0156913,1893.0,1080.8685,166.18518,1003.0,778.0,1115.0,111.23983,1101.2496,1.2935351,1614171400.0,0.0535793,44474.105
1,1654.0,2635.0,7421598000.0,5.1410227,336.0,4.413539,2748.0,2328.5906,298.86282,2497.0,1121.0,1627.0,178.82135,2361.3464,-1.5750539,7421598000.0,0.042873487,153622.64
0,757.0,1073.0,1106599300.0,4.3500304,161.5,3.0713298,1304.0,902.8264,100.90471,891.0,585.0,719.0,68.910706,911.81384,0.38225865,1106599300.0,0.058221534,16308.858
0,901.0,2225.0,3041812700.0,5.9988885,837.5,2.1905718,2663.0,1423.4523,436.85342,1266.0,162.0,2501.0,342.3125,1511.7404,0.57351834,3041812700.0,0.019494107,259142.52
0,0.0,1251.0,646935040.0,3.3935776,950.5,1.9213783,2033.0,436.97144,497.41116,0.0,0.0,2033.0,414.295,697.1742,0.6918158,646935040.0,0.32704887,295107.8
0,724.0,1288.0,1411806600.0,4.938627,408.5,1.7690058,1422.0,1006.3584,193.76897,1008.0,386.0,1036.0,160.01335,1029.9083,-0.071335174,1411806600.0,0.03562,47953.965
0,355.0,1129.0,1011381760.0,5.2291017,485.5,2.2399583,1344.0,819.25696,256.20596,928.0,116.0,1228.0,196.89586,871.70294,-0.6914539,1011381760.0,0.032630544,88684.12
0,267.0,317.0,111086030.0,1.8758227,21.0,12.4122,350.0,279.30878,38.67423,299.0,0.0,350.0,9.117369,288.89545,-3.2492113,111086030.0,0.35168815,5447.1797
1,312.0,466.0,223479680.0,2.9114532,98.0,2.0164866,495.0,405.56274,50.947025,429.0,277.0,218.0,40.450005,409.7604,-0.63922894,223479680.0,0.1566195,3422.4534
0,101.0,236.0,40970450.0,3.0401793,67.5,2.5792193,311.0,168.24193,39.997902,168.0,38.0,273.0,28.605314,175.44716,-0.02340331,40970450.0,0.13828087,2476.3606
0,816.0,1554.0,2275622400.0,5.223292,327.0,4.845561,1727.0,1271.1284,230.2848,1367.0,203.0,1524.0,141.27348,1307.5583,-1.4844847,2275622400.0,0.034751836,93941.125
0,327.0,387.0,170703120.0,2.0334527,33.0,3.2807648,426.0,357.33734,19.06874,359.0,248.0,178.0,13.791027,358.1226,-0.22234227,170703120.0,0.28330326,561.80884
0,246.0,424.0,167217170.0,3.4372065,91.5,2.9916432,563.0,347.66867,54.80069,356.0,152.0,411.0,38.425632,354.44708,-0.43772015,167217170.0,0.1101441,4759.2314
0,581.0,1718.0,2500905700.0,5.741204,457.5,3.5809867,2078.0,1307.3854,318.92853,1422.0,90.0,1988.0,204.91537,1370.7544,-1.1123998,2500905700.0,0.023443166,169710.9
0,0.0,118.0,8451931.0,2.157955,108.0,1.3337243,139.0,62.090908,46.56813,81.0,0.0,139.0,45.061966,79.68727,-0.20659082,8451931.0,0.26437983,2494.7798
0,0.0,1810.0,1691374200.0,4.5772243,1665.5,1.2086712,2074.0,800.2081,762.0466,444.0,0.0,2074.0,705.7091,1127.2775,0.20632458,1691374200.0,0.13856536,630421.44
0,0.0,459.0,67869400.0,3.2994308,246.0,2.5585897,572.0,138.60706,149.3325,58.0,0.0,572.0,108.967155,225.8125,1.0458598,67869400.0,0.21966334,31779.37
0,0.0,812.0,514545180.0,4.4097533,372.0,2.6606965,897.0,556.994,228.70244,664.0,0.0,897.0,232.67188,621.75995,-1.0293295,514545180.0,0.06206673,76343.11
0,285.0,1467.0,1842891800.0,5.401902,403.0,3.508041,1752.0,1093.3794,339.0318,1261.0,0.0,1752.0,216.55777,1176.6868,-1.2930973,1842891800.0,0.031294998,189113.33
0,171.0,280.0,80113576.0,2.511768,40.0,4.4677415,325.0,241.40346,32.664127,255.0,80.0,245.0,19.704039,245.33755,-1.4052479,80113576.0,0.23993586,1914.8883
0,328.0,1265.0,1093485400.0,5.6309395,638.5,1.7851657,1489.0,832.6086,316.342,903.0,105.0,1384.0,257.49942,906.39496,-0.24336542,1093485400.0,0.021886347,128314.805
0,799.0,1178.0,1248843900.0,4.337946,168.0,3.0931692,1373.0,958.7416,108.20874,946.0,647.0,726.0,74.59107,968.6459,0.7338386,1248843900.0,0.05837507,19089.53
0,223.0,258.0,75218720.0,1.3285214,13.0,7.087644,324.0,237.21187,10.960813,233.0,212.0,112.0,6.261218,237.7245,1.8197172,75218720.0,0.5303961,243.46826
0,839.0,1150.0,1298619800.0,4.241424,184.0,2.666088,1334.0,980.4568,98.32333,967.0,543.0,791.0,72.14773,987.7612,0.22300191,1298619800.0,0.060377825,14376.75
1,404.0,1158.0,923644100.0,5.01552,580.5,1.5130259,1298.0,780.05035,265.46515,857.0,311.0,987.0,228.83302,833.0351,-0.089644514,923644100.0,0.03672185,85468.93
0,0.0,1615.0,1268710900.0,5.0981326,1415.5,1.4861797,1933.0,727.8189,596.4191,526.0,0.0,1933.0,527.7821,976.32025,0.26977748,1268710900.0,0.0930078,423480.88
1,818.0,845.0,920262400.0,1.0118706,13.0,5.0151343,860.0,831.438,8.409957,833.0,768.0,92.0,5.898342,831.5087,-0.7400488,920262400.0,0.6003739,117.57298
1,302.0,487.0,222057800.0,3.5407834,81.0,3.9584951,578.0,401.74005,55.454647,409.0,76.0,502.0,35.386913,408.45477,-0.5852493,222057800.0,0.10760284,5440.245
0,1152.0,1629.0,2770294500.0,4.776815,244.5,3.040788,1828.0,1430.8438,148.0004,1470.0,863.0,965.0,103.46503,1442.693,-0.763424,2770294500.0,0.043671656,34049.426
0,514.0,808.0,586344700.0,4.2143927,122.0,4.281198,1175.0,652.0436,90.33257,647.0,310.0,865.0,54.374683,663.72394,0.17432354,586344700.0,0.07069302,15368.639
0,900.0,1559.0,2250988500.0,5.181767,234.5,5.979993,1837.0,1266.4192,201.06512,1318.0,109.0,1728.0,108.17101,1300.4618,-1.6059192,2250988500.0,0.037137304,87383.35
0,788.0,1136.0,1276069100.0,4.4851365,184.0,3.2581956,1511.0,969.29376,109.671104,972.0,607.0,904.0,76.56122,979.1474,0.17061448,1276069100.0,0.05232617,19199.195
0,0.0,1622.0,1212300900.0,4.0849767,1462.0,1.3925579,1915.0,653.3539,647.1063,395.0,0.0,1915.0,575.7816,954.3687,0.38505036,1212300900.0,0.21290772,483948.3
0,0.0,435.0,121937736.0,3.7148612,374.0,1.3665026,590.0,240.9459,171.9036,332.0,0.0,590.0,166.5758,302.67743,-0.23904833,121937736.0,0.11216041,33558.7
0,539.0,1521.0,1847515500.0,5.5734577,433.0,2.9389577,1686.0,1124.1067,276.29517,1184.0,128.0,1558.0,190.9346,1178.162,-0.8174936,1847515500.0,0.025165942,124449.91
0,263.0,294.0,104228910.0,1.1034671,16.0,2.8568106,315.0,279.5815,9.562951,281.0,237.0,78.0,6.8806815,279.83694,-0.32304135,104228910.0,0.531017,142.897
1,1212.0,1869.0,3506720800.0,5.186216,334.0,5.1761436,2001.0,1598.5627,216.44638,1676.0,265.0,1736.0,145.07895,1623.1609,-1.3990232,3506720800.0,0.034713455,79248.41
0,0.0,195.0,15468451.0,2.5281103,73.0,6.0852838,409.0,58.597294,63.93298,0.0,0.0,409.0,37.12336,107.80388,1.9428242,15468451.0,0.30405557,8188.033
0,158.0,326.0,103751650.0,2.794726,89.0,2.9977808,415.0,271.1187,55.352386,304.0,99.0,316.0,38.986393,279.19553,-1.0737022,103751650.0,0.23203774,4444.796
0,131.0,274.0,68511370.0,2.9589229,71.0,3.7737837,311.0,219.34335,46.262943,241.0,15.0,296.0,31.037634,226.87794,-1.1847345,68511370.0,0.16954032,3362.0977
0,681.0,984.0,965734700.0,4.2186837,152.0,2.7779894,1155.0,843.9429,91.92564,849.0,458.0,697.0,63.81564,851.80444,-0.094640665,965734700.0,0.06187368,13331.16
0,363.0,1026.0,815533250.0,5.202186,368.0,2.3608246,1249.0,742.00525,209.1571,799.0,67.0,1182.0,156.34167,782.76575,-0.50916135,815533250.0,0.031081628,62150.395
0,200.0,352.0,119237576.0,2.9458675,58.0,3.6218584,383.0,293.90158,42.811054,306.0,111.0,272.0,27.408863,299.30746,-1.1155791,119237576.0,0.16006054,3206.8176
