label,Busyness,Coarseness,Complexity,Contrast,Strength
0,0.034013025,0.0062044077,7266.0273,0.17275828,15.586965
1,0.10301303,0.0093584955,135.1716,0.03448926,6.903566
0,0.087043054,0.0070847557,1435.2504,0.117119566,3.5007546
0,0.21431188,0.009044773,159.8534,0.017559625,2.797267
0,0.056789573,0.005433923,5249.805,0.17407791,9.413979
0,1.8677934,0.008269956,41.496845,0.08874088,0.6904896
0,10.717913,0.006204268,0.9417034,0.02739806,0.014292691
0,0.030551698,0.008553539,4897.085,0.17927057,12.810337
0,0.09228725,0.006132978,1448.5042,0.28661254,3.205026
0,0.114461645,0.0076923254,2367.7224,0.2873526,4.943473
0,0.29969585,0.002641327,9111.788,1.0283372,23.081438
0,0.48569933,0.0056396136,205.38446,0.068852216,0.8881705
0,0.059929077,0.008257764,2407.4976,0.13707073,6.1099844
0,0.043330215,0.009110548,5387.3306,0.25516662,11.290605
0,0.06860505,0.0044347113,11879.905,1.0069139,15.008542
0,0.07782791,0.0038550708,11241.994,1.0537803,27.138445
0,0.033273224,0.0074098175,15542.235,0.6596999,16.863047
0,0.08096971,0.0074268016,1914.0966,0.27772552,7.069137
0,0.40475953,0.0026927914,7031.0737,0.744185,18.967575
0,0.12627044,0.008283277,341.0528,0.0638457,1.8716863
0,0.5945127,0.008778883,97.74132,0.10998829,0.94727796
0,0.044370346,0.0059908037,7753.9233,0.25459814,10.184022
0,0.51759076,0.005764314,104.96396,0.017992264,1.06039
0,0.0092428755,0.011825472,15103.516,0.30230537,76.26095
0,0.14188637,0.0026252305,8008.4014,0.8430215,13.488349
0,0.121765554,0.009722734,1528.3665,0.25107113,4.924225
0,0.15548018,0.010409514,258.36746,0.035038378,2.8811188
0,0.11305211,0.0041070776,10294.581,1.1712562,20.53711
0,0.23065186,0.0049728216,821.47455,0.1917353,2.818919
0,0.07357551,0.011095514,1596.8641,0.31343937,8.281323
0,0.3876879,0.0093247155,248.74722,0.10559821,1.4169995
0,0.10223521,0.0064167134,4192.989,0.42706367,5.205478
0,0.07643592,0.010036934,1360.418,0.19262625,7.0347514
0,0.10229562,0.007959302,344.18018,0.042351454,4.0007067
0,0.038253143,0.011430512,8615.845,0.4363006,26.174702
0,0.055491615,0.008388276,6782.8525,0.641211,12.83567
0,0.043867692,0.0067525147,9787.007,0.552993,11.350787
0,0.73030275,0.004923952,407.8427,0.2559937,0.8340139
0,0.0517551,0.0056694727,5004.5103,0.22124045,6.5067015
0,0.28354448,0.0099495305,104.6436,0.082544476,0.95614254
0,4.611165,0.009816597,21.636368,0.07947421,0.54273146
0,1.0964968,0.00741736,14.256226,0.011220565,0.27899545
0,0.6343292,0.0037280743,3961.7927,0.24198993,32.350475
0,0.54285043,0.0072550047,69.18314,0.015111513,0.88088995
0,0.20192851,0.0028412319,7203.9614,0.8939923,38.592995
0,0.06076608,0.010349924,3338.1062,0.47856125,11.764527
0,0.1045932,0.0022022915,22748.238,1.399042,30.531456
0,0.029384231,0.007445834,6052.5835,0.12087565,17.934692
0,0.033755414,0.0077682636,11226.074,0.82183135,19.590012
0,0.10345161,0.010030388,409.76025,0.051087867,2.9283113
0,0.1287207,0.011122102,91.64236,0.028655618,1.6716739
1,0.036153052,0.0042833365,44496.016,1.3525771,76.122856
0,0.072359845,0.008170173,4333.6978,0.17017345,9.05287
0,0.059055645,0.0048508807,17398.127,1.4484142,14.341669
