label,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelZoneEmphasis,LargeAreaEmphasis,LargeAreaHighGrayLevelEmphasis,LargeAreaLowGrayLevelEmphasis,LowGrayLevelZoneEmphasis,SizeZoneNonUniformity,SizeZoneNonUniformityNormalized,SmallAreaEmphasis,SmallAreaHighGrayLevelEmphasis,SmallAreaLowGrayLevelEmphasis,ZoneEntropy,ZonePercentage,ZoneVariance
1,2.857143,0.10204082,13.116072,530.6786,6761.75,2905568.5,17.884296,0.0020939372,2.0714285,0.073979594,0.2079559,103.783035,0.00045309152,4.664498,0.021036815,4502.106
0,16.044176,0.06443445,22.835373,290.79517,244.51807,86696.05,0.7672025,0.0060505876,74.73494,0.30014032,0.5654785,162.93713,0.0031265628,6.0694485,0.18707739,215.94496
1,11.095238,0.017043376,368.2863,5621.0845,21.48848,67626.02,0.0077632368,0.00023696684,315.43625,0.4845411,0.7236693,4127.686,0.00016600176,7.1961365,0.48910594,17.308308
0,11.542601,0.025880272,201.3481,4861.706,38.890133,157640.83,0.009809335,0.0002416176,161.87892,0.36295724,0.6247494,3158.0361,0.00014908092,7.1658,0.3350864,29.984058
0,8.421875,0.0657959,19.306396,186.28125,1193.2109,274588.88,5.540903,0.0103137735,38.984375,0.30456543,0.57151204,108.59322,0.005559201,5.7728543,0.096168295,1085.0835
0,17.661211,0.02890542,121.24666,1107.7823,13.585925,14966.9375,0.029280398,0.0026512495,271.1113,0.44371733,0.6927631,754.16766,0.0019861737,6.822073,0.45905334,8.840515
0,13.801358,0.023431847,199.59499,1961.0288,20.541595,36526.96,5.525798,0.0033828765,262.05603,0.44491684,0.6931544,1294.1035,0.0011631752,6.985112,0.4425244,15.43507
0,21.12924,0.034134477,92.91294,3854.4265,15.9369955,59691.637,0.0043767076,0.00029542917,271.24878,0.43820482,0.6884052,2663.8896,0.00020676236,6.66445,0.46506387,11.313453
0,13.353153,0.024059735,142.05417,956.3081,119.14414,13252.115,109.06472,0.004547489,257.1009,0.46324486,0.7076739,692.56116,0.0017442582,6.79683,0.4169797,113.39279
0,3.1538463,0.24260356,1.8698225,16.076923,41178.383,1126681.0,3481.8875,0.15318376,1.9230769,0.147929,0.31625685,6.514899,0.018179407,3.3346791,0.009767093,30695.775
0,18.182926,0.027717877,150.68596,2551.9849,13.440549,35747.684,0.0058233584,0.0007895913,316.98172,0.48320383,0.72272146,1831.516,0.0006237659,6.814458,0.49286252,9.323856
