label,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelRunEmphasis,LongRunEmphasis,LongRunHighGrayLevelEmphasis,LongRunLowGrayLevelEmphasis,LowGrayLevelRunEmphasis,RunEntropy,RunLengthNonUniformity,RunLengthNonUniformityNormalized,RunPercentage,RunVariance,ShortRunEmphasis,ShortRunHighGrayLevelEmphasis,ShortRunLowGrayLevelEmphasis
0,92.33719,0.07760903,19.254662,1852.504,1.4010546,2596.5767,0.00078887574,0.0005677098,4.5421143,966.1735,0.8105643,0.89377564,0.14380485,0.91925424,1702.8534,0.0005230148
0,49.669605,0.040561397,63.787643,1559.8435,1.2881222,1952.8591,0.0009890699,0.00075234193,5.2317576,1048.6807,0.8542247,0.9199561,0.10049884,0.9390913,1476.159,0.0007023785
1,149.08914,0.1974748,2.2061834,141.4303,5.0951076,789.2242,0.034533866,0.0075927745,4.0760713,331.12704,0.42098796,0.5674161,1.6951278,0.65910274,89.12763,0.0052501154
0,142.37338,0.15213558,10.04439,144.27716,3.243168,511.28607,0.033471726,0.015061399,4.3552656,524.29584,0.5553351,0.695313,0.9646128,0.7690568,107.3871,0.012612247
0,44.675396,0.036207754,105.37818,2232.9182,1.2586733,2830.9216,0.0008099061,0.00067730923,5.54523,1069.8793,0.86639726,0.9267757,0.09184691,0.9451095,2105.6758,0.00064914
1,47.87639,0.038865093,82.825455,4089.0315,1.2616541,5198.214,0.00037268805,0.0003086611,5.412535,1065.7296,0.8644437,0.92544645,0.09228828,0.944242,3852.8271,0.00029497748
0,25.270447,0.02165141,569.52856,3364.464,1.687229,3883.458,0.61939085,0.067372106,6.2194185,978.75494,0.8403693,0.87458825,0.3751109,0.93098444,3246.447,0.028686175
0,37.03665,0.034938674,413.052,2224.109,2.5612633,2574.3374,1.5355554,0.11288582,6.000445,812.3871,0.7729551,0.790152,0.94585955,0.8961122,2147.386,0.03913905
0,89.13888,0.07604862,34.49327,1477.5361,1.4583309,2078.3154,0.0011023271,0.00073577417,4.7001624,928.9521,0.7917283,0.88048315,0.1656275,0.9102229,1358.2518,0.0006646417
0,54.556526,0.044650756,52.049446,1892.8383,1.2947268,2450.5034,0.000854067,0.0006831372,5.12071,1042.7288,0.8525246,0.9179911,0.10588371,0.9388483,1776.9858,0.00064747134
0,50.91561,0.061929565,777.8151,2991.1643,5.7808785,3309.1663,4.917573,0.21132375,5.933743,523.5887,0.6526066,0.60463506,3.0012047,0.8247385,2917.849,0.053593453
0,99.41811,0.090396404,20.986925,2186.1804,1.7869145,3763.949,0.0008718895,0.00047364485,4.61437,788.6822,0.71404725,0.825406,0.30001986,0.8688908,1919.993,0.00040788593
