no,feature1,feature2,corrcoef
155,original_firstorder_90Percentile.nrrd,original_glrlm_RunLengthNonUniformity.nrrd,0.9728034246429382
156,original_firstorder_90Percentile.nrrd,original_glrlm_RunLengthNonUniformityNormalized.nrrd,0.9905778963184648
157,original_firstorder_90Percentile.nrrd,original_glrlm_RunPercentage.nrrd,0.9901103342104304
158,original_firstorder_90Percentile.nrrd,original_glrlm_RunVariance.nrrd,0.9310025467825892
159,original_firstorder_90Percentile.nrrd,original_glrlm_ShortRunEmphasis.nrrd,0.9899608458433748
160,original_firstorder_90Percentile.nrrd,original_glrlm_ShortRunHighGrayLevelEmphasis.nrrd,0.9909874919988017
161,original_firstorder_90Percentile.nrrd,original_glrlm_ShortRunLowGrayLevelEmphasis.nrrd,0.7410270843737536
162,original_firstorder_90Percentile.nrrd,original_glszm_GrayLevelNonUniformity.nrrd,0.965917584300691
163,original_firstorder_90Percentile.nrrd,original_glszm_GrayLevelNonUniformityNormalized.nrrd,0.9312997579713641
164,original_firstorder_90Percentile.nrrd,original_glszm_GrayLevelVariance.nrrd,0.9325180339478413
165,original_firstorder_90Percentile.nrrd,original_glszm_HighGrayLevelZoneEmphasis.nrrd,0.9917872624020694
166,original_firstorder_90Percentile.nrrd,original_glszm_LargeAreaEmphasis.nrrd,0.7427469386707093
167,original_firstorder_90Percentile.nrrd,original_glszm_LargeAreaHighGrayLevelEmphasis.nrrd,0.77875944000849
168,original_firstorder_90Percentile.nrrd,original_glszm_LargeAreaLowGrayLevelEmphasis.nrrd,0.7200745929588251
169,original_firstorder_90Percentile.nrrd,original_glszm_LowGrayLevelZoneEmphasis.nrrd,0.6772991322677222
170,original_firstorder_90Percentile.nrrd,original_glszm_SizeZoneNonUniformity.nrrd,0.9437642146810626
171,original_firstorder_90Percentile.nrrd,original_glszm_SizeZoneNonUniformityNormalized.nrrd,0.9900988258451847
172,original_firstorder_90Percentile.nrrd,original_glszm_SmallAreaEmphasis.nrrd,0.9915509843933593
173,original_firstorder_90Percentile.nrrd,original_glszm_SmallAreaHighGrayLevelEmphasis.nrrd,0.9891640666603627
174,original_firstorder_90Percentile.nrrd,original_glszm_SmallAreaLowGrayLevelEmphasis.nrrd,0.6179570019982554
175,original_firstorder_90Percentile.nrrd,original_glszm_ZoneEntropy.nrrd,0.9924710892090797
176,original_firstorder_90Percentile.nrrd,original_glszm_ZonePercentage.nrrd,0.9886922072090765
177,original_firstorder_90Percentile.nrrd,original_glszm_ZoneVariance.nrrd,0.6011487478437679
178,original_firstorder_90Percentile.nrrd,original_ngtdm_Busyness.nrrd,0.9370182442588852
179,original_firstorder_90Percentile.nrrd,original_ngtdm_Coarseness.nrrd,0.8641757418831064
180,original_firstorder_90Percentile.nrrd,original_ngtdm_Complexity.nrrd,0.8583446606259866
181,original_firstorder_90Percentile.nrrd,original_ngtdm_Contrast.nrrd,0.952029692133317
182,original_firstorder_90Percentile.nrrd,original_ngtdm_Strength.nrrd,0.9357094633400443
183,original_firstorder_Energy.nrrd,original_firstorder_Entropy.nrrd,0.9214820619876788
184,original_firstorder_Energy.nrrd,original_firstorder_InterquartileRange.nrrd,0.94244588033403
185,original_firstorder_Energy.nrrd,original_firstorder_Kurtosis.nrrd,0.8344092071036662
186,original_firstorder_Energy.nrrd,original_firstorder_Maximum.nrrd,0.9421233846484581
187,original_firstorder_Energy.nrrd,original_firstorder_Mean.nrrd,0.9440267364808811
188,original_firstorder_Energy.nrrd,original_firstorder_MeanAbsoluteDeviation.nrrd,0.9460330638513011
189,original_firstorder_Energy.nrrd,original_firstorder_Median.nrrd,0.9431399994451262
190,original_firstorder_Energy.nrrd,original_firstorder_Minimum.nrrd,0.7267709141818888
191,original_firstorder_Energy.nrrd,original_firstorder_Range.nrrd,0.9355788225490098
192,original_firstorder_Energy.nrrd,original_firstorder_RobustMeanAbsoluteDeviation.nrrd,0.9450766085013479
193,original_firstorder_Energy.nrrd,original_firstorder_RootMeanSquared.nrrd,0.9447531384661546
194,original_firstorder_Energy.nrrd,original_firstorder_Skewness.nrrd,-0.25708298
195,original_firstorder_Energy.nrrd,original_firstorder_TotalEnergy.nrrd,1
196,original_firstorder_Energy.nrrd,original_firstorder_Uniformity.nrrd,0.7919421975437407
197,original_firstorder_Energy.nrrd,original_firstorder_Variance.nrrd,0.9232498846177825
198,original_firstorder_Energy.nrrd,original_glcm_Autocorrelation.nrrd,0.9690213805338219
199,original_firstorder_Energy.nrrd,original_glcm_ClusterProminence.nrrd,0.7863864012524672
200,original_firstorder_Energy.nrrd,original_glcm_ClusterShade.nrrd,-0.237346737
201,original_firstorder_Energy.nrrd,original_glcm_ClusterTendency.nrrd,0.9173230645099779
202,original_firstorder_Energy.nrrd,original_glcm_Contrast.nrrd,0.891830167711232
203,original_firstorder_Energy.nrrd,original_glcm_Correlation.nrrd,0.9055822302159695
204,original_firstorder_Energy.nrrd,original_glcm_DifferenceAverage.nrrd,0.9289931899330778
205,original_firstorder_Energy.nrrd,original_glcm_DifferenceEntropy.nrrd,0.9219659865080002
206,original_firstorder_Energy.nrrd,original_glcm_DifferenceVariance.nrrd,0.8801686283290713
207,original_firstorder_Energy.nrrd,original_glcm_Id.nrrd,0.8533902487059618
208,original_firstorder_Energy.nrrd,original_glcm_Idm.nrrd,0.8243469127482154
209,original_firstorder_Energy.nrrd,original_glcm_Idmn.nrrd,0.9028734523875568
210,original_firstorder_Energy.nrrd,original_glcm_Idn.nrrd,0.9002552035857434
211,original_firstorder_Energy.nrrd,original_glcm_Imc1.nrrd,-0.881584907
212,original_firstorder_Energy.nrrd,original_glcm_Imc2.nrrd,0.9053433677263215
213,original_firstorder_Energy.nrrd,original_glcm_InverseVariance.nrrd,0.8239174411045386
214,original_firstorder_Energy.nrrd,original_glcm_JointAverage.nrrd,0.9432855162745987
215,original_firstorder_Energy.nrrd,original_glcm_JointEnergy.nrrd,0.5942226250819869
