no,feature1,feature2,corrcoef
1208,original_firstorder_Skewness.nrrd,original_glcm_DifferenceVariance.nrrd,-0.468300465
1209,original_firstorder_Skewness.nrrd,original_glcm_Id.nrrd,-0.242555144
1210,original_firstorder_Skewness.nrrd,original_glcm_Idm.nrrd,-0.218836498
1211,original_firstorder_Skewness.nrrd,original_glcm_Idmn.nrrd,-0.295941757
1212,original_firstorder_Skewness.nrrd,original_glcm_Idn.nrrd,-0.292217881
1213,original_firstorder_Skewness.nrrd,original_glcm_Imc1.nrrd,0.290823557759605
1214,original_firstorder_Skewness.nrrd,original_glcm_Imc2.nrrd,-0.297506773
1215,original_firstorder_Skewness.nrrd,original_glcm_InverseVariance.nrrd,-0.217572257
1216,original_firstorder_Skewness.nrrd,original_glcm_JointAverage.nrrd,-0.286108574
1217,original_firstorder_Skewness.nrrd,original_glcm_JointEnergy.nrrd,-0.18876948
1218,original_firstorder_Skewness.nrrd,original_glcm_JointEntropy.nrrd,-0.30499857
1219,original_firstorder_Skewness.nrrd,original_glcm_MaximumProbability.nrrd,-0.208415809
1220,original_firstorder_Skewness.nrrd,original_glcm_MCC.nrrd,-0.266167319
1221,original_firstorder_Skewness.nrrd,original_glcm_SumAverage.nrrd,-0.286108574
1222,original_firstorder_Skewness.nrrd,original_glcm_SumEntropy.nrrd,-0.301450241
1223,original_firstorder_Skewness.nrrd,original_glcm_SumSquares.nrrd,-0.334304159
1224,original_firstorder_Skewness.nrrd,original_gldm_DependenceEntropy.nrrd,-0.294337351
1225,original_firstorder_Skewness.nrrd,original_gldm_DependenceNonUniformity.nrrd,-0.313556999
1226,original_firstorder_Skewness.nrrd,original_gldm_DependenceNonUniformityNormalized.nrrd,-0.343657841
1227,original_firstorder_Skewness.nrrd,original_gldm_DependenceVariance.nrrd,-0.214248937
1228,original_firstorder_Skewness.nrrd,original_gldm_GrayLevelNonUniformity.nrrd,-0.254120451
1229,original_firstorder_Skewness.nrrd,original_gldm_GrayLevelVariance.nrrd,-0.336052648
1230,original_firstorder_Skewness.nrrd,original_gldm_HighGrayLevelEmphasis.nrrd,-0.274576387
1231,original_firstorder_Skewness.nrrd,original_gldm_LargeDependenceEmphasis.nrrd,-0.213707419
1232,original_firstorder_Skewness.nrrd,original_gldm_LargeDependenceHighGrayLevelEmphasis.nrrd,-0.239529887
1233,original_firstorder_Skewness.nrrd,original_gldm_LargeDependenceLowGrayLevelEmphasis.nrrd,-0.273315238
1234,original_firstorder_Skewness.nrrd,original_gldm_LowGrayLevelEmphasis.nrrd,-0.443322882
1235,original_firstorder_Skewness.nrrd,original_gldm_SmallDependenceEmphasis.nrrd,-0.342371233
1236,original_firstorder_Skewness.nrrd,original_gldm_SmallDependenceHighGrayLevelEmphasis.nrrd,-0.288697906
1237,original_firstorder_Skewness.nrrd,original_gldm_SmallDependenceLowGrayLevelEmphasis.nrrd,-0.467830337
1238,original_firstorder_Skewness.nrrd,original_glrlm_GrayLevelNonUniformity.nrrd,-0.257222514
1239,original_firstorder_Skewness.nrrd,original_glrlm_GrayLevelNonUniformityNormalized.nrrd,-0.254024864
1240,original_firstorder_Skewness.nrrd,original_glrlm_GrayLevelVariance.nrrd,-0.337880557
1241,original_firstorder_Skewness.nrrd,original_glrlm_HighGrayLevelRunEmphasis.nrrd,-0.273026986
1242,original_firstorder_Skewness.nrrd,original_glrlm_LongRunEmphasis.nrrd,-0.287705349
1243,original_firstorder_Skewness.nrrd,original_glrlm_LongRunHighGrayLevelEmphasis.nrrd,-0.269538516
1244,original_firstorder_Skewness.nrrd,original_glrlm_LongRunLowGrayLevelEmphasis.nrrd,-0.434299095
1245,original_firstorder_Skewness.nrrd,original_glrlm_LowGrayLevelRunEmphasis.nrrd,-0.445075348
1246,original_firstorder_Skewness.nrrd,original_glrlm_RunEntropy.nrrd,-0.302963629
1247,original_firstorder_Skewness.nrrd,original_glrlm_RunLengthNonUniformity.nrrd,-0.285749191
1248,original_firstorder_Skewness.nrrd,original_glrlm_RunLengthNonUniformityNormalized.nrrd,-0.303548413
1249,original_firstorder_Skewness.nrrd,original_glrlm_RunPercentage.nrrd,-0.300700069
1250,original_firstorder_Skewness.nrrd,original_glrlm_RunVariance.nrrd,-0.208924886
1251,original_firstorder_Skewness.nrrd,original_glrlm_ShortRunEmphasis.nrrd,-0.299931313
1252,original_firstorder_Skewness.nrrd,original_glrlm_ShortRunHighGrayLevelEmphasis.nrrd,-0.273853376
1253,original_firstorder_Skewness.nrrd,original_glrlm_ShortRunLowGrayLevelEmphasis.nrrd,-0.447514311
1254,original_firstorder_Skewness.nrrd,original_glszm_GrayLevelNonUniformity.nrrd,-0.293610749
1255,original_firstorder_Skewness.nrrd,original_glszm_GrayLevelNonUniformityNormalized.nrrd,-0.257929098
1256,original_firstorder_Skewness.nrrd,original_glszm_GrayLevelVariance.nrrd,-0.354789553
1257,original_firstorder_Skewness.nrrd,original_glszm_HighGrayLevelZoneEmphasis.nrrd,-0.252176656
1258,original_firstorder_Skewness.nrrd,original_glszm_LargeAreaEmphasis.nrrd,-0.14662969
1259,original_firstorder_Skewness.nrrd,original_glszm_LargeAreaHighGrayLevelEmphasis.nrrd,-0.191147325
1260,original_firstorder_Skewness.nrrd,original_glszm_LargeAreaLowGrayLevelEmphasis.nrrd,-0.183975975
1261,original_firstorder_Skewness.nrrd,original_glszm_LowGrayLevelZoneEmphasis.nrrd,-0.458995935
1262,original_firstorder_Skewness.nrrd,original_glszm_SizeZoneNonUniformity.nrrd,-0.330289219
1263,original_firstorder_Skewness.nrrd,original_glszm_SizeZoneNonUniformityNormalized.nrrd,-0.335130625
1264,original_firstorder_Skewness.nrrd,original_glszm_SmallAreaEmphasis.nrrd,-0.317062849
1265,original_firstorder_Skewness.nrrd,original_glszm_SmallAreaHighGrayLevelEmphasis.nrrd,-0.258861077
1266,original_firstorder_Skewness.nrrd,original_glszm_SmallAreaLowGrayLevelEmphasis.nrrd,-0.462323779
1267,original_firstorder_Skewness.nrrd,original_glszm_ZoneEntropy.nrrd,-0.29689273
1268,original_firstorder_Skewness.nrrd,original_glszm_ZonePercentage.nrrd,-0.338097502
1269,original_firstorder_Skewness.nrrd,original_glszm_ZoneVariance.nrrd,-0.110823427
1270,original_firstorder_Skewness.nrrd,original_ngtdm_Busyness.nrrd,-0.240964628
1271,original_firstorder_Skewness.nrrd,original_ngtdm_Coarseness.nrrd,-0.202752749
1272,original_firstorder_Skewness.nrrd,original_ngtdm_Complexity.nrrd,-0.422781736
1273,original_firstorder_Skewness.nrrd,original_ngtdm_Contrast.nrrd,-0.372379235
1274,original_firstorder_Skewness.nrrd,original_ngtdm_Strength.nrrd,-0.353695482
1275,original_firstorder_TotalEnergy.nrrd,original_firstorder_Uniformity.nrrd,0.7919421975437407
1278,original_firstorder_TotalEnergy.nrrd,original_glcm_ClusterProminence.nrrd,0.7863864012524672
1279,original_firstorder_TotalEnergy.nrrd,original_glcm_ClusterShade.nrrd,-0.237346737
1294,original_firstorder_TotalEnergy.nrrd,original_glcm_JointEnergy.nrrd,0.5942226250819869
1296,original_firstorder_TotalEnergy.nrrd,original_glcm_MaximumProbability.nrrd,0.6797369890108633
1310,original_firstorder_TotalEnergy.nrrd,original_gldm_LargeDependenceLowGrayLevelEmphasis.nrrd,0.7046567132512118
1311,original_firstorder_TotalEnergy.nrrd,original_gldm_LowGrayLevelEmphasis.nrrd,0.6319939893741605
1314,original_firstorder_TotalEnergy.nrrd,original_gldm_SmallDependenceLowGrayLevelEmphasis.nrrd,0.5295281646543392
1316,original_firstorder_TotalEnergy.nrrd,original_glrlm_GrayLevelNonUniformityNormalized.nrrd,0.7935952401590817
1321,original_firstorder_TotalEnergy.nrrd,original_glrlm_LongRunLowGrayLevelEmphasis.nrrd,0.6432829710304742
1322,original_firstorder_TotalEnergy.nrrd,original_glrlm_LowGrayLevelRunEmphasis.nrrd,0.6273240137654148
1330,original_firstorder_TotalEnergy.nrrd,original_glrlm_ShortRunLowGrayLevelEmphasis.nrrd,0.6229268413510908
1335,original_firstorder_TotalEnergy.nrrd,original_glszm_LargeAreaEmphasis.nrrd,0.6396964482932875
1336,original_firstorder_TotalEnergy.nrrd,original_glszm_LargeAreaHighGrayLevelEmphasis.nrrd,0.7201425489877517
1337,original_firstorder_TotalEnergy.nrrd,original_glszm_LargeAreaLowGrayLevelEmphasis.nrrd,0.5808333909458809
1338,original_firstorder_TotalEnergy.nrrd,original_glszm_LowGrayLevelZoneEmphasis.nrrd,0.5667122627396359
1343,original_firstorder_TotalEnergy.nrrd,original_glszm_SmallAreaLowGrayLevelEmphasis.nrrd,0.518825061703425
1346,original_firstorder_TotalEnergy.nrrd,original_glszm_ZoneVariance.nrrd,0.5103133272896584
1348,original_firstorder_TotalEnergy.nrrd,original_ngtdm_Coarseness.nrrd,0.6961895535462224
1352,original_firstorder_Uniformity.nrrd,original_firstorder_Variance.nrrd,0.725635949326057
1354,original_firstorder_Uniformity.nrrd,original_glcm_ClusterProminence.nrrd,0.500311349108909
1355,original_firstorder_Uniformity.nrrd,original_glcm_ClusterShade.nrrd,-0.146788043
1356,original_firstorder_Uniformity.nrrd,original_glcm_ClusterTendency.nrrd,0.6968176912857508
1357,original_firstorder_Uniformity.nrrd,original_glcm_Contrast.nrrd,0.739360731438469
1361,original_firstorder_Uniformity.nrrd,original_glcm_DifferenceVariance.nrrd,0.7307729778963944
1376,original_firstorder_Uniformity.nrrd,original_glcm_SumSquares.nrrd,0.7116711975155342
1382,original_firstorder_Uniformity.nrrd,original_gldm_GrayLevelVariance.nrrd,0.7258180259445826
1387,original_firstorder_Uniformity.nrrd,original_gldm_LowGrayLevelEmphasis.nrrd,0.738096457640476
1390,original_firstorder_Uniformity.nrrd,original_gldm_SmallDependenceLowGrayLevelEmphasis.nrrd,0.5814251188315432
1393,original_firstorder_Uniformity.nrrd,original_glrlm_GrayLevelVariance.nrrd,0.7284057274369681
1397,original_firstorder_Uniformity.nrrd,original_glrlm_LongRunLowGrayLevelEmphasis.nrrd,0.7616805737292431
1398,original_firstorder_Uniformity.nrrd,original_glrlm_LowGrayLevelRunEmphasis.nrrd,0.7324913761570524
1406,original_firstorder_Uniformity.nrrd,original_glrlm_ShortRunLowGrayLevelEmphasis.nrrd,0.7248967528653203
1409,original_firstorder_Uniformity.nrrd,original_glszm_GrayLevelVariance.nrrd,0.7593069295386133
1414,original_firstorder_Uniformity.nrrd,original_glszm_LowGrayLevelZoneEmphasis.nrrd,0.6604352165006617
1415,original_firstorder_Uniformity.nrrd,original_glszm_SizeZoneNonUniformity.nrrd,0.7900505214808917
1419,original_firstorder_Uniformity.nrrd,original_glszm_SmallAreaLowGrayLevelEmphasis.nrrd,0.5901406660984044
1422,original_firstorder_Uniformity.nrrd,original_glszm_ZoneVariance.nrrd,0.761045711043678
1425,original_firstorder_Uniformity.nrrd,original_ngtdm_Complexity.nrrd,0.6702408835547281
1430,original_firstorder_Variance.nrrd,original_glcm_ClusterShade.nrrd,-0.363879815
1438,original_firstorder_Variance.nrrd,original_glcm_Idm.nrrd,0.7653669510443117
1443,original_firstorder_Variance.nrrd,original_glcm_InverseVariance.nrrd,0.7649052965194398
1445,original_firstorder_Variance.nrrd,original_glcm_JointEnergy.nrrd,0.5452109262942871
1447,original_firstorder_Variance.nrrd,original_glcm_MaximumProbability.nrrd,0.6318311144433864
1455,original_firstorder_Variance.nrrd,original_gldm_DependenceVariance.nrrd,0.7328745631158566
1456,original_firstorder_Variance.nrrd,original_gldm_GrayLevelNonUniformity.nrrd,0.7935754010080264
1459,original_firstorder_Variance.nrrd,original_gldm_LargeDependenceEmphasis.nrrd,0.7517340413071042
1461,original_firstorder_Variance.nrrd,original_gldm_LargeDependenceLowGrayLevelEmphasis.nrrd,0.719223377351237
1462,original_firstorder_Variance.nrrd,original_gldm_LowGrayLevelEmphasis.nrrd,0.7525358949679962
1465,original_firstorder_Variance.nrrd,original_gldm_SmallDependenceLowGrayLevelEmphasis.nrrd,0.6827750382823387
1467,original_firstorder_Variance.nrrd,original_glrlm_GrayLevelNonUniformityNormalized.nrrd,0.7275549748213161
1472,original_firstorder_Variance.nrrd,original_glrlm_LongRunLowGrayLevelEmphasis.nrrd,0.7560250518853592
1473,original_firstorder_Variance.nrrd,original_glrlm_LowGrayLevelRunEmphasis.nrrd,0.7488581550206633
1478,original_firstorder_Variance.nrrd,original_glrlm_RunVariance.nrrd,0.7506087249142047
1481,original_firstorder_Variance.nrrd,original_glrlm_ShortRunLowGrayLevelEmphasis.nrrd,0.7465921426883108
1483,original_firstorder_Variance.nrrd,original_glszm_GrayLevelNonUniformityNormalized.nrrd,0.742037799476306
1486,original_firstorder_Variance.nrrd,original_glszm_LargeAreaEmphasis.nrrd,0.5383247090334888
1487,original_firstorder_Variance.nrrd,original_glszm_LargeAreaHighGrayLevelEmphasis.nrrd,0.6007146333855747
1488,original_firstorder_Variance.nrrd,original_glszm_LargeAreaLowGrayLevelEmphasis.nrrd,0.5463959376139804
1489,original_firstorder_Variance.nrrd,original_glszm_LowGrayLevelZoneEmphasis.nrrd,0.6967893950166031
1494,original_firstorder_Variance.nrrd,original_glszm_SmallAreaLowGrayLevelEmphasis.nrrd,0.6594332905131032
1497,original_firstorder_Variance.nrrd,original_glszm_ZoneVariance.nrrd,0.4001937748232003
1498,original_firstorder_Variance.nrrd,original_ngtdm_Busyness.nrrd,0.7807801868632223
1499,original_firstorder_Variance.nrrd,original_ngtdm_Coarseness.nrrd,0.7058996957546609
1503,original_glcm_Autocorrelation.nrrd,original_glcm_ClusterProminence.nrrd,0.739550702899124
1504,original_glcm_Autocorrelation.nrrd,original_glcm_ClusterShade.nrrd,-0.237184389
1519,original_glcm_Autocorrelation.nrrd,original_glcm_JointEnergy.nrrd,0.7251877193051548
1536,original_glcm_Autocorrelation.nrrd,original_gldm_LowGrayLevelEmphasis.nrrd,0.693957165950092
1539,original_glcm_Autocorrelation.nrrd,original_gldm_SmallDependenceLowGrayLevelEmphasis.nrrd,0.5712798561448758
1546,original_glcm_Autocorrelation.nrrd,original_glrlm_LongRunLowGrayLevelEmphasis.nrrd,0.70906729145957
1547,original_glcm_Autocorrelation.nrrd,original_glrlm_LowGrayLevelRunEmphasis.nrrd,0.6887836157920826
1555,original_glcm_Autocorrelation.nrrd,original_glrlm_ShortRunLowGrayLevelEmphasis.nrrd,0.6833109417623772
1560,original_glcm_Autocorrelation.nrrd,original_glszm_LargeAreaEmphasis.nrrd,0.7230960918709749
1561,original_glcm_Autocorrelation.nrrd,original_glszm_LargeAreaHighGrayLevelEmphasis.nrrd,0.7829663219652153
1562,original_glcm_Autocorrelation.nrrd,original_glszm_LargeAreaLowGrayLevelEmphasis.nrrd,0.6753649023470153
1563,original_glcm_Autocorrelation.nrrd,original_glszm_LowGrayLevelZoneEmphasis.nrrd,0.6217700064804529
1568,original_glcm_Autocorrelation.nrrd,original_glszm_SmallAreaLowGrayLevelEmphasis.nrrd,0.5649282795411138
1571,original_glcm_Autocorrelation.nrrd,original_glszm_ZoneVariance.nrrd,0.5859002904555602
1577,original_glcm_ClusterProminence.nrrd,original_glcm_ClusterShade.nrrd,-0.476712539
1580,original_glcm_ClusterProminence.nrrd,original_glcm_Correlation.nrrd,0.6999180074935104
1582,original_glcm_ClusterProminence.nrrd,original_glcm_DifferenceEntropy.nrrd,0.723955525408441
1584,original_glcm_ClusterProminence.nrrd,original_glcm_Id.nrrd,0.5824494622758748
1585,original_glcm_ClusterProminence.nrrd,original_glcm_Idm.nrrd,0.5414193436725075
1586,original_glcm_ClusterProminence.nrrd,original_glcm_Idmn.nrrd,0.6731042735986819
1587,original_glcm_ClusterProminence.nrrd,original_glcm_Idn.nrrd,0.6669187807784517
1588,original_glcm_ClusterProminence.nrrd,original_glcm_Imc1.nrrd,-0.735363503
1589,original_glcm_ClusterProminence.nrrd,original_glcm_Imc2.nrrd,0.6886080537090558
1590,original_glcm_ClusterProminence.nrrd,original_glcm_InverseVariance.nrrd,0.5408009193470957
1591,original_glcm_ClusterProminence.nrrd,original_glcm_JointAverage.nrrd,0.7086355133096631
1592,original_glcm_ClusterProminence.nrrd,original_glcm_JointEnergy.nrrd,0.3477951849778562
1593,original_glcm_ClusterProminence.nrrd,original_glcm_JointEntropy.nrrd,0.7092030040067079
1594,original_glcm_ClusterProminence.nrrd,original_glcm_MaximumProbability.nrrd,0.4215387181459199
1595,original_glcm_ClusterProminence.nrrd,original_glcm_MCC.nrrd,0.6888913930962803
1596,original_glcm_ClusterProminence.nrrd,original_glcm_SumAverage.nrrd,0.7086355133096632
1597,original_glcm_ClusterProminence.nrrd,original_glcm_SumEntropy.nrrd,0.7155625756487297
1599,original_glcm_ClusterProminence.nrrd,original_gldm_DependenceEntropy.nrrd,0.6945051808556206
1600,original_glcm_ClusterProminence.nrrd,original_gldm_DependenceNonUniformity.nrrd,0.7982537976754812
1601,original_glcm_ClusterProminence.nrrd,original_gldm_DependenceNonUniformityNormalized.nrrd,0.7472090573562568
1602,original_glcm_ClusterProminence.nrrd,original_gldm_DependenceVariance.nrrd,0.5193020018805092
1603,original_glcm_ClusterProminence.nrrd,original_gldm_GrayLevelNonUniformity.nrrd,0.585844860816067
1605,original_glcm_ClusterProminence.nrrd,original_gldm_HighGrayLevelEmphasis.nrrd,0.7452101901303808
1606,original_glcm_ClusterProminence.nrrd,original_gldm_LargeDependenceEmphasis.nrrd,0.531774673306551
1607,original_glcm_ClusterProminence.nrrd,original_gldm_LargeDependenceHighGrayLevelEmphasis.nrrd,0.6209146731340622
1608,original_glcm_ClusterProminence.nrrd,original_gldm_LargeDependenceLowGrayLevelEmphasis.nrrd,0.5312097260874988
1609,original_glcm_ClusterProminence.nrrd,original_gldm_LowGrayLevelEmphasis.nrrd,0.6715332530230883
1610,original_glcm_ClusterProminence.nrrd,original_gldm_SmallDependenceEmphasis.nrrd,0.7428121492008647
1611,original_glcm_ClusterProminence.nrrd,original_gldm_SmallDependenceHighGrayLevelEmphasis.nrrd,0.7963614534676537
1612,original_glcm_ClusterProminence.nrrd,original_gldm_SmallDependenceLowGrayLevelEmphasis.nrrd,0.6619797988572725
1613,original_glcm_ClusterProminence.nrrd,original_glrlm_GrayLevelNonUniformity.nrrd,0.5928420638434315
1614,original_glcm_ClusterProminence.nrrd,original_glrlm_GrayLevelNonUniformityNormalized.nrrd,0.5018564057107198
1616,original_glcm_ClusterProminence.nrrd,original_glrlm_HighGrayLevelRunEmphasis.nrrd,0.7448673772077895
1617,original_glcm_ClusterProminence.nrrd,original_glrlm_LongRunEmphasis.nrrd,0.660033110377183
1618,original_glcm_ClusterProminence.nrrd,original_glrlm_LongRunHighGrayLevelEmphasis.nrrd,0.732573647062855
1619,original_glcm_ClusterProminence.nrrd,original_glrlm_LongRunLowGrayLevelEmphasis.nrrd,0.6653491580669875
1620,original_glcm_ClusterProminence.nrrd,original_glrlm_LowGrayLevelRunEmphasis.nrrd,0.6702734322570036
1621,original_glcm_ClusterProminence.nrrd,original_glrlm_RunEntropy.nrrd,0.7118031470673406
1622,original_glcm_ClusterProminence.nrrd,original_glrlm_RunLengthNonUniformity.nrrd,0.75085087292499
1623,original_glcm_ClusterProminence.nrrd,original_glrlm_RunLengthNonUniformityNormalized.nrrd,0.6849025845250071
1624,original_glcm_ClusterProminence.nrrd,original_glrlm_RunPercentage.nrrd,0.6804734534244952
1625,original_glcm_ClusterProminence.nrrd,original_glrlm_RunVariance.nrrd,0.527642669613854
1626,original_glcm_ClusterProminence.nrrd,original_glrlm_ShortRunEmphasis.nrrd,0.6792581369265169
1627,original_glcm_ClusterProminence.nrrd,original_glrlm_ShortRunHighGrayLevelEmphasis.nrrd,0.7478566846951127
1628,original_glcm_ClusterProminence.nrrd,original_glrlm_ShortRunLowGrayLevelEmphasis.nrrd,0.6710700099277775
1629,original_glcm_ClusterProminence.nrrd,original_glszm_GrayLevelNonUniformity.nrrd,0.6671617669491937
1630,original_glcm_ClusterProminence.nrrd,original_glszm_GrayLevelNonUniformityNormalized.nrrd,0.5138032218841562
1632,original_glcm_ClusterProminence.nrrd,original_glszm_HighGrayLevelZoneEmphasis.nrrd,0.7399894145962127
1633,original_glcm_ClusterProminence.nrrd,original_glszm_LargeAreaEmphasis.nrrd,0.3451499172603715
1634,original_glcm_ClusterProminence.nrrd,original_glszm_LargeAreaHighGrayLevelEmphasis.nrrd,0.4216724047736264
1635,original_glcm_ClusterProminence.nrrd,original_glszm_LargeAreaLowGrayLevelEmphasis.nrrd,0.3757014433295632
1636,original_glcm_ClusterProminence.nrrd,original_glszm_LowGrayLevelZoneEmphasis.nrrd,0.6457917054307758
1638,original_glcm_ClusterProminence.nrrd,original_glszm_SizeZoneNonUniformityNormalized.nrrd,0.7313039040777157
1639,original_glcm_ClusterProminence.nrrd,original_glszm_SmallAreaEmphasis.nrrd,0.7044970144053736
1640,original_glcm_ClusterProminence.nrrd,original_glszm_SmallAreaHighGrayLevelEmphasis.nrrd,0.7626313052850199
1641,original_glcm_ClusterProminence.nrrd,original_glszm_SmallAreaLowGrayLevelEmphasis.nrrd,0.6335934086304751
1642,original_glcm_ClusterProminence.nrrd,original_glszm_ZoneEntropy.nrrd,0.6955857178661559
1643,original_glcm_ClusterProminence.nrrd,original_glszm_ZonePercentage.nrrd,0.7363316492614252
1644,original_glcm_ClusterProminence.nrrd,original_glszm_ZoneVariance.nrrd,0.2348916725702944
1645,original_glcm_ClusterProminence.nrrd,original_ngtdm_Busyness.nrrd,0.5532318829383518
1646,original_glcm_ClusterProminence.nrrd,original_ngtdm_Coarseness.nrrd,0.4983388886140213
1650,original_glcm_ClusterShade.nrrd,original_glcm_ClusterTendency.nrrd,-0.349462536
1651,original_glcm_ClusterShade.nrrd,original_glcm_Contrast.nrrd,-0.41691106
1652,original_glcm_ClusterShade.nrrd,original_glcm_Correlation.nrrd,-0.170834143
1653,original_glcm_ClusterShade.nrrd,original_glcm_DifferenceAverage.nrrd,-0.320913498
1654,original_glcm_ClusterShade.nrrd,original_glcm_DifferenceEntropy.nrrd,-0.252971431
1655,original_glcm_ClusterShade.nrrd,original_glcm_DifferenceVariance.nrrd,-0.435887118
1656,original_glcm_ClusterShade.nrrd,original_glcm_Id.nrrd,-0.158093438
1657,original_glcm_ClusterShade.nrrd,original_glcm_Idm.nrrd,-0.13529616
1658,original_glcm_ClusterShade.nrrd,original_glcm_Idmn.nrrd,-0.215021965
1659,original_glcm_ClusterShade.nrrd,original_glcm_Idn.nrrd,-0.210703671
1660,original_glcm_ClusterShade.nrrd,original_glcm_Imc1.nrrd,0.2474105539527305
1661,original_glcm_ClusterShade.nrrd,original_glcm_Imc2.nrrd,-0.221866932
1662,original_glcm_ClusterShade.nrrd,original_glcm_InverseVariance.nrrd,-0.135035424
1663,original_glcm_ClusterShade.nrrd,original_glcm_JointAverage.nrrd,-0.223329981
1664,original_glcm_ClusterShade.nrrd,original_glcm_JointEnergy.nrrd,-0.09522175
1665,original_glcm_ClusterShade.nrrd,original_glcm_JointEntropy.nrrd,-0.229711334
1666,original_glcm_ClusterShade.nrrd,original_glcm_MaximumProbability.nrrd,-0.116476379
1667,original_glcm_ClusterShade.nrrd,original_glcm_MCC.nrrd,-0.201263929
1668,original_glcm_ClusterShade.nrrd,original_glcm_SumAverage.nrrd,-0.223329981
1669,original_glcm_ClusterShade.nrrd,original_glcm_SumEntropy.nrrd,-0.231688518
1670,original_glcm_ClusterShade.nrrd,original_glcm_SumSquares.nrrd,-0.366099807
1671,original_glcm_ClusterShade.nrrd,original_gldm_DependenceEntropy.nrrd,-0.219492469
1672,original_glcm_ClusterShade.nrrd,original_gldm_DependenceNonUniformity.nrrd,-0.258910469
1673,original_glcm_ClusterShade.nrrd,original_gldm_DependenceNonUniformityNormalized.nrrd,-0.273469156
1674,original_glcm_ClusterShade.nrrd,original_gldm_DependenceVariance.nrrd,-0.123422105
1675,original_glcm_ClusterShade.nrrd,original_gldm_GrayLevelNonUniformity.nrrd,-0.150649689
1676,original_glcm_ClusterShade.nrrd,original_gldm_GrayLevelVariance.nrrd,-0.363645634
1677,original_glcm_ClusterShade.nrrd,original_gldm_HighGrayLevelEmphasis.nrrd,-0.237677203
1678,original_glcm_ClusterShade.nrrd,original_gldm_LargeDependenceEmphasis.nrrd,-0.126958428
1679,original_glcm_ClusterShade.nrrd,original_gldm_LargeDependenceHighGrayLevelEmphasis.nrrd,-0.185252438
1680,original_glcm_ClusterShade.nrrd,original_gldm_LargeDependenceLowGrayLevelEmphasis.nrrd,-0.218391203
1681,original_glcm_ClusterShade.nrrd,original_gldm_LowGrayLevelEmphasis.nrrd,-0.441642422
1682,original_glcm_ClusterShade.nrrd,original_gldm_SmallDependenceEmphasis.nrrd,-0.268919701
1683,original_glcm_ClusterShade.nrrd,original_gldm_SmallDependenceHighGrayLevelEmphasis.nrrd,-0.261253077
1684,original_glcm_ClusterShade.nrrd,original_gldm_SmallDependenceLowGrayLevelEmphasis.nrrd,-0.490883141
1685,original_glcm_ClusterShade.nrrd,original_glrlm_GrayLevelNonUniformity.nrrd,-0.154232877
1686,original_glcm_ClusterShade.nrrd,original_glrlm_GrayLevelNonUniformityNormalized.nrrd,-0.147168232
1687,original_glcm_ClusterShade.nrrd,original_glrlm_GrayLevelVariance.nrrd,-0.364533551
1688,original_glcm_ClusterShade.nrrd,original_glrlm_HighGrayLevelRunEmphasis.nrrd,-0.236164891
1689,original_glcm_ClusterShade.nrrd,original_glrlm_LongRunEmphasis.nrrd,-0.206138133
1690,original_glcm_ClusterShade.nrrd,original_glrlm_LongRunHighGrayLevelEmphasis.nrrd,-0.2306117
1691,original_glcm_ClusterShade.nrrd,original_glrlm_LongRunLowGrayLevelEmphasis.nrrd,-0.427924849
1692,original_glcm_ClusterShade.nrrd,original_glrlm_LowGrayLevelRunEmphasis.nrrd,-0.443971964
1693,original_glcm_ClusterShade.nrrd,original_glrlm_RunEntropy.nrrd,-0.231218955
1694,original_glcm_ClusterShade.nrrd,original_glrlm_RunLengthNonUniformity.nrrd,-0.219837861
1695,original_glcm_ClusterShade.nrrd,original_glrlm_RunLengthNonUniformityNormalized.nrrd,-0.223744036
1696,original_glcm_ClusterShade.nrrd,original_glrlm_RunPercentage.nrrd,-0.220520528
1697,original_glcm_ClusterShade.nrrd,original_glrlm_RunVariance.nrrd,-0.12314966
1698,original_glcm_ClusterShade.nrrd,original_glrlm_ShortRunEmphasis.nrrd,-0.219647277
1699,original_glcm_ClusterShade.nrrd,original_glrlm_ShortRunHighGrayLevelEmphasis.nrrd,-0.237516265
1700,original_glcm_ClusterShade.nrrd,original_glrlm_ShortRunLowGrayLevelEmphasis.nrrd,-0.447756082
1701,original_glcm_ClusterShade.nrrd,original_glszm_GrayLevelNonUniformity.nrrd,-0.196064306
1702,original_glcm_ClusterShade.nrrd,original_glszm_GrayLevelNonUniformityNormalized.nrrd,-0.150433654
1703,original_glcm_ClusterShade.nrrd,original_glszm_GrayLevelVariance.nrrd,-0.366997855
1704,original_glcm_ClusterShade.nrrd,original_glszm_HighGrayLevelZoneEmphasis.nrrd,-0.216373657
1705,original_glcm_ClusterShade.nrrd,original_glszm_LargeAreaEmphasis.nrrd,-0.057321062
1706,original_glcm_ClusterShade.nrrd,original_glszm_LargeAreaHighGrayLevelEmphasis.nrrd,-0.11289396
1707,original_glcm_ClusterShade.nrrd,original_glszm_LargeAreaLowGrayLevelEmphasis.nrrd,-0.13263842
1708,original_glcm_ClusterShade.nrrd,original_glszm_LowGrayLevelZoneEmphasis.nrrd,-0.461329223
1709,original_glcm_ClusterShade.nrrd,original_glszm_SizeZoneNonUniformity.nrrd,-0.281905058
1710,original_glcm_ClusterShade.nrrd,original_glszm_SizeZoneNonUniformityNormalized.nrrd,-0.26037811
